analysis_id,game_id,cluster_id,cluster_probability,source_path,coordinate_action_rate,frame_changed_rate,changed_cells_mean,small_change_rate_1_8,large_change_rate_33_plus,progress_rate,game_over_rate,win_rate,unique_after_hash_rate,initial_component_count
g50t-5849a774_seed41,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed41.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed42,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed42.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed43,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed43.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed44,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed44.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed45,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed45.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed46,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed46.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed47,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed47.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed48,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed48.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed49,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed49.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed5,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed5.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed50,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed50.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed51,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed51.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed52,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed52.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed53,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed53.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed54,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed54.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed55,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed55.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed56,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed56.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed57,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed57.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed58,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed58.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed59,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed59.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed6,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed6.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed60,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed60.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed61,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed61.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed62,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed62.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed63,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed63.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed64,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed64.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed65,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed65.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed66,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed66.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed67,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed67.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed68,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed68.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed69,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed69.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed7,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed7.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed70,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed70.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed71,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed71.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed72,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed72.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed73,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed73.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed74,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed74.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed75,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed75.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed76,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed76.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed77,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed77.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed78,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed78.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed79,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed79.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed8,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed8.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed80,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed80.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed81,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed81.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed82,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed82.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
g50t-5849a774_seed9,g50t-5849a774,16,1.0,training_examples/g50t-5849a774_seed9.examples.jsonl,0.0,0.685,23.585,0.295,0.39,0.0,0.005,0.0,0.45,10.0
ka59-38d34dbb_seed0,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed0.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed1,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed1.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed10,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed10.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed11,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed11.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed12,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed12.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed13,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed13.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed14,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed14.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed15,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed15.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed16,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed16.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed17,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed17.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed18,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed18.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed19,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed19.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed2,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed2.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed20,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed20.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed21,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed21.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed22,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed22.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed23,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed23.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed24,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed24.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed25,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed25.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed26,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed26.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed27,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed27.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed28,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed28.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed29,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed29.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed3,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed3.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed30,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed30.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed31,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed31.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed32,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed32.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed33,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed33.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed34,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed34.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed35,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed35.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed36,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed36.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed37,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed37.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed38,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed38.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed39,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed39.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed4,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed4.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed40,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed40.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed41,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed41.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed42,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed42.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed43,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed43.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed44,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed44.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed45,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed45.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed46,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed46.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed47,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed47.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed48,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed48.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed49,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed49.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed5,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed5.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed50,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed50.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed51,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed51.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed52,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed52.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed53,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed53.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed54,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed54.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed55,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed55.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed56,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed56.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed57,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed57.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed58,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed58.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed59,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed59.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed6,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed6.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed60,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed60.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed61,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed61.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed62,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed62.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed63,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed63.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed64,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed64.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed65,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed65.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed66,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed66.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed67,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed67.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed68,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed68.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed69,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed69.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed7,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed7.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed70,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed70.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed71,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed71.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed72,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed72.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed73,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed73.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed74,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed74.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed75,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed75.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed76,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed76.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed77,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed77.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed78,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed78.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed79,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed79.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed8,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed8.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed80,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed80.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed81,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed81.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed82,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed82.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
ka59-38d34dbb_seed9,ka59-38d34dbb,13,1.0,training_examples/ka59-38d34dbb_seed9.examples.jsonl,0.2,0.865,11.01,0.295,0.0,0.0,0.01,0.0,0.665,13.0
lf52-271a04aa_seed0,lf52-271a04aa,19,1.0,training_examples/lf52-271a04aa_seed0.examples.jsonl,0.165,1.0,8.0,0.67,0.0,0.0,0.01,0.0,0.645,58.0
lf52-271a04aa_seed1,lf52-271a04aa,19,1.0,training_examples/lf52-271a04aa_seed1.examples.jsonl,0.165,1.0,8.0,0.67,0.0,0.0,0.01,0.0,0.645,58.0
lf52-271a04aa_seed10,lf52-271a04aa,19,1.0,training_examples/lf52-271a04aa_seed10.examples.jsonl,0.165,1.0,8.0,0.67,0.0,0.0,0.01,0.0,0.645,58.0
lf52-271a04aa_seed11,lf52-271a04aa,19,1.0,training_examples/lf52-271a04aa_seed11.examples.jsonl,0.165,1.0,8.0,0.67,0.0,0.0,0.01,0.0,0.645,58.0
lf52-271a04aa_seed12,lf52-271a04aa,19,1.0,training_examples/lf52-271a04aa_seed12.examples.jsonl,0.165,1.0,8.0,0.67,0.0,0.0,0.01,0.0,0.645,58.0
lf52-271a04aa_seed13,lf52-271a04aa,19,1.0,training_examples/lf52-271a04aa_seed13.examples.jsonl,0.165,1.0,8.0,0.67,0.0,0.0,0.01,0.0,0.645,58.0
lf52-271a04aa_seed14,lf52-271a04aa,19,1.0,training_examples/lf52-271a04aa_seed14.examples.jsonl,0.165,1.0,8.0,0.67,0.0,0.0,0.01,0.0,0.645,58.0
lf52-271a04aa_seed15,lf52-271a04aa,19,1.0,training_examples/lf52-271a04aa_seed15.examples.jsonl,0.165,1.0,8.0,0.67,0.0,0.0,0.01,0.0,0.645,58.0
lf52-271a04aa_seed16,lf52-271a04aa,19,1.0,training_examples/lf52-271a04aa_seed16.examples.jsonl,0.165,1.0,8.0,0.67,0.0,0.0,0.01,0.0,0.645,58.0
lf52-271a04aa_seed17,lf52-271a04aa,19,1.0,training_examples/lf52-271a04aa_seed17.examples.jsonl,0.165,1.0,8.0,0.67,0.0,0.0,0.01,0.0,0.645,58.0
lf52-271a04aa_seed18,lf52-271a04aa,19,1.0,training_examples/lf52-271a04aa_seed18.examples.jsonl,0.165,1.0,8.0,0.67,0.0,0.0,0.01,0.0,0.645,58.0
lf52-271a04aa_seed19,lf52-271a04aa,19,1.0,training_examples/lf52-271a04aa_seed19.examples.jsonl,0.165,1.0,8.0,0.67,0.0,0.0,0.01,0.0,0.645,58.0
